Tax.Liens,Number.of.Open.Accounts,Years.of.Credit.History,Maximum.Open.Credit,Bankruptcies,Current.Loan.Amount,Current.Credit.Balance,Monthly.Debt,Credit.Default,Annual_Income,Months.since.last.delinquent,Home.Ownership_woe,Purpose_woe,Term_woe,Years.in.current.job_woe
0,11,9.9,215864,0,89804,68229,7303,0,1047033,29,0.180264064,0.248929095,-0.235664764,-0.1128066
0,12,10,307890,0,177276,195453,10048,1,669864,24,0.180264064,-0.019463863,-0.235664764,0.013849095
0,8,14.1,610148,0,346258,415245,9984,0,1289625,32,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,13,14.8,495748,0,355476,294994,31021,0,1457919.791,52,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,8,19,332156,0,648516,265905,21353,0,1400205,69,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,12,9.8,858638,0,233222,327769,17336,0,874095,33,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,16,38.3,308990,0,224026,156123,18671,0,1236647.751,22,0.180264064,-0.019463863,-0.235664764,0.126700744
0,15,36.9,989780,0,358270,741969,37129,1,3094112,20,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,21,22.5,1706320,0,488510,1006487,29796,1,1495191.395,33,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,2,15.3,163240,0,257884,61465,5900,0,1893046,24,0.180264064,0.248929095,0.583192905,0.013849095
0,14,12.1,828080,0,629992,146604,26613,0,1845983,45,-0.193546938,-0.019463863,0.583192905,0.013849095
0,8,16.1,539000,1,445192,332823,36911,0,3460356,17,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,3,40.5,59950,1,222046,38684,4778,0,1228388.358,42,-0.193546938,-0.212403717,-0.235664764,0.126700744
0,8,10.1,383614,0,185086,193477,6789,0,1860119,50,-0.193546938,-0.212403717,-0.235664764,-0.1128066
0,16,22.6,6052442,0,787644,867692,23698,1,1769302.829,54,-0.193546938,-0.019463863,0.583192905,0.126700744
0,15,16,509542,0,606320,216505,28774,0,1743858,7,0.092368046,0.248929095,-0.235664764,0.126700744
0,11,17,601260,0,757460,368676,30469,1,1749406,44,0.180264064,-0.019463863,0.583192905,0.013849095
0,13,22.9,1619750,0,336578,268584,7441,0,620103,35,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,9,27.2,410058,0,416240,86773,23989,0,1608217,11,0.092368046,-0.019463863,0.583192905,-0.1128066
0,7,15.2,579898,0,261888,209342,20469,0,1357056,19,0.180264064,0.248929095,-0.235664764,0.126700744
0,16,16.5,1222144,0,403612,284981,18252,1,883177,29,0.180264064,-0.019463863,-0.235664764,0.126700744
0,5,15.3,181918,0,192610,88464,3241,0,502436,22,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,11,16.3,656590,0,65516,79382,26872,0,1135479.105,29,-0.193546938,-0.212403717,-0.235664764,-0.1128066
0,12,35,910756,0,444356,600153,34420,0,4509213,34,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,13,24.5,1253296,0,99999999,313899,16980,0,1358443,30,0.180264064,-0.019463863,0.583192905,0.013849095
0,16,10.7,809050,0,153560,299744,13630,0,1204615.314,29,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,7,26.5,638264,0,99999999,473499,19944,0,1542040,30,0.180264064,-0.019463863,0.583192905,0.126700744
0,6,24.5,193380,0,99999999,115748,4717,0,269534,50,0.092368046,-0.019463863,-0.235664764,-0.68396445
0,7,17.7,531432,1,221342,46360,1431,0,2351250,70,-0.193546938,0.248929095,-0.235664764,0.126700744
0,43,29,1729882,0,715484,448191,40578,0,2915759,31,-0.193546938,-0.212403717,0.583192905,0.013849095
0,5,13.3,211464,0,368500,131138,3979,1,1263291,24,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,11,26.5,2001472,0,302676,618830,20235,0,1587070,61,-0.193546938,-0.019463863,0.583192905,0.126700744
0,4,8.4,444466,0,99999999,363508,7897,0,1872830,30,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,8,13.8,303446,0,381612,221445,6790,0,1457112.133,19,-0.193546938,-0.019463863,0.583192905,-0.1128066
0,7,21.5,727958,0,358446,49666,17155,0,1462311.868,26,-0.193546938,-0.212403717,0.583192905,0.126700744
0,13,22,737176,0,265694,345059,19632,0,1070802,30,0.092368046,-0.019463863,0.583192905,0.013849095
0,10,13.7,1042998,0,506066,674671,25779,1,1180717,33,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,28,19.7,712602,0,217910,219089,11988,1,1087299.639,49,0.180264064,0.248929095,-0.235664764,-0.68396445
0,6,18,612766,0,516934,388968,11626,0,1116098,12,0.180264064,-0.019463863,-0.235664764,0.126700744
0,11,19.3,242352,1,330528,122227,12370,0,951520,79,0.180264064,-0.019463863,-0.235664764,-0.68396445
0,8,18.1,114818,0,325050,84968,10855,1,1122900,57,0.092368046,-0.019463863,-0.235664764,0.013849095
0,9,21,323422,1,336798,247475,13445,0,1551312,46,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,14,23,427042,0,104456,127243,15286,0,1503584,18,-0.193546938,0.248929095,-0.235664764,0.126700744
0,12,14.8,400224,0,154858,164521,7053,0,631598,16,0.180264064,-0.019463863,-0.235664764,0.126700744
0,9,19.1,319220,1,760518,102011,20471,1,1313622,53,0.180264064,-0.212403717,0.583192905,0.126700744
0,14,27.4,3567982,0,658548,2431259,48833,1,1705701.727,16,0.180264064,-0.019463863,0.583192905,0.126700744
0,11,15.7,239250,0,768614,59299,23436,1,1792839.42,15,0.180264064,0.248929095,0.583192905,-0.1128066
0,9,8.7,247852,0,265628,157339,10255,0,925300,29,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,17,21,319858,1,383856,170715,23121,0,1483672,75,0.180264064,-0.019463863,-0.235664764,0.126700744
0,17,17.3,1607056,0,381656,845234,49997,1,1812581,38,0.092368046,-0.019463863,0.583192905,-0.1128066
0,24,24.8,1386066,0,111650,660782,23256,0,1037438,25,-0.193546938,-0.212403717,-0.235664764,-0.1128066
0,21,29.6,2287142,0,246378,280478,11316,0,1160634,12,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,8,35,810194,0,660132,412129,11879,0,1444285,32,0.180264064,-0.019463863,0.583192905,-0.68396445
0,8,14.1,388828,1,172964,60439,9150,0,1307124,42,-0.193546938,-0.212403717,-0.235664764,0.013849095
0,3,15,38170,0,71852,28709,3471,1,1163370,25,-0.193546938,0.248929095,-0.235664764,0.013849095
0,11,20.2,1044340,0,631400,505989,23121,0,1651480,6,0.180264064,-0.019463863,-0.235664764,0.126700744
0,16,15.1,723338,0,321992,526623,28317,1,1445995,26,-0.193546938,0.248929095,-0.235664764,0.126700744
0,16,11.9,592944,0,225412,377929,28365,1,1265381,54,0.180264064,-0.019463863,-0.235664764,0.126700744
0,11,18.1,762982,0,552926,408538,27469,1,1432562,40,0.180264064,0.248929095,0.583192905,0.126700744
0,10,7,203236,0,89298,107236,14115,0,674842,26,0.180264064,0.248929095,-0.235664764,0.126700744
0,9,16.9,443586,1,233926,114931,7584,0,962065,33,0.092368046,-0.019463863,-0.235664764,0.013849095
0,14,12.7,297440,0,125774,143849,18576,1,646133,27,0.180264064,-0.019463863,-0.235664764,-0.68396445
0,11,13.6,216634,0,183700,132278,9686,0,642181,8,0.180264064,-0.019463863,-0.235664764,0.126700744
0,18,28.3,444510,1,259798,226499,10634,0,1170666,33,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,4,32.8,0,0,266244,0,6323,0,1327648.721,50,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,27,33,1601358,0,712712,847780,56660,1,2105010,45,-0.193546938,-0.019463863,0.583192905,0.126700744
0,6,12.5,207944,0,153208,132354,13861,0,1512096,29,0.180264064,-0.019463863,-0.235664764,0.126700744
0,8,23.1,626142,0,388366,304988,12174,0,1457112.133,25,-0.193546938,-0.019463863,0.583192905,0.126700744
0,6,16.9,395780,0,323026,26657,4481,0,637089,42,0.180264064,-0.019463863,0.583192905,0.013849095
0,23,12.3,677820,0,149556,440230,20730,0,1162451.553,35,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,5,9,125268,0,153758,86222,4504,1,1327872,44,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,20,12,54692,0,46486,5187,7348,1,931780.6367,27,-0.193546938,-0.212403717,-0.235664764,-0.1128066
0,15,13.5,492492,0,42944,19988,2921,0,1144047.784,73,0.180264064,-0.019463863,-0.235664764,0.126700744
0,15,21.1,1721324,0,427020,454898,10340,0,1008805,18,0.180264064,-0.019463863,-0.235664764,0.013849095
0,8,15.8,239646,1,219824,139707,12690,0,689073,20,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,6,18.3,322278,0,99999999,132202,8115,0,1167702,30,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,10,13,210430,0,99999999,158308,13126,0,1230554,6,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,13,13.5,205106,0,214104,144001,9470,0,664544,33,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,11,9.3,906510,0,569470,191805,14904,1,1397222,42,0.180264064,-0.019463863,0.583192905,0.013849095
0,10,31.5,445082,0,109604,233700,7137,0,522177,66,-0.193546938,0.248929095,-0.235664764,0.126700744
0,11,18.9,2181850,0,59840,700967,21050,0,1315636,12,0.180264064,0.248929095,-0.235664764,-0.1128066
0,23,15.6,1245200,0,99999999,596847,17025,0,1807945,30,-0.193546938,-0.019463863,0.583192905,0.126700744
0,11,19.6,1470744,0,644050,617310,17241,0,1261524,31,0.180264064,-0.019463863,-0.235664764,0.013849095
0,11,16,459976,1,261602,305881,23117,1,1117985.513,44,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,7,28,773762,0,134090,149682,3358,0,810692,50,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,13,17.5,814836,0,99999999,403237,29531,0,2257162,30,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,13,19.6,320254,0,259644,220419,19340,0,1304249.383,33,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,4,14.3,888976,0,518584,19190,1829,1,1524218,29,0.180264064,-0.019463863,0.583192905,0.013849095
0,12,16.1,645986,0,440748,365978,34639,0,2474199,80,0.180264064,-0.019463863,-0.235664764,0.126700744
0,11,16.6,1519122,0,350020,220419,13808,0,1492792,29,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,14,19.8,856658,0,265144,398772,41741,0,2862255,26,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,9,18.8,655358,0,323312,258096,25191,1,1303001,24,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,13,12.7,380578,1,178046,81187,14358,0,769177,79,0.180264064,-0.019463863,-0.235664764,0.013849095
0,16,25.9,874390,0,490424,599583,25565,0,1009147,36,-0.193546938,-0.019463863,0.583192905,0.126700744
0,7,11.3,1010724,0,402292,375345,17951,0,868604,37,0.092368046,-0.019463863,0.583192905,0.013849095
0,7,10.9,550770,0,75438,74195,9329,0,643378,66,0.180264064,-0.212403717,-0.235664764,0.126700744
2,8,17.1,202994,1,196416,157776,13885,0,753920,35,0.180264064,-0.019463863,-0.235664764,0.013849095
1,25,30.7,191818,0,22308,78356,18968,0,1155390,42,0.180264064,-0.019463863,-0.235664764,0.126700744
0,17,17.8,719334,0,262174,370880,33616,1,1245051,13,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,9,16.8,343244,0,262526,168378,12293,0,1719310,33,-0.193546938,-0.212403717,0.583192905,0.126700744
0,8,10.2,365134,0,249326,250382,11549,0,1279646.12,16,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,9,17.1,260084,0,285934,75240,5749,1,1104291.29,37,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,8,11.2,138886,0,132220,88274,13450,0,761292,73,0.180264064,0.248929095,-0.235664764,0.013849095
0,11,7.4,504350,0,104324,179892,18897,0,750880,20,0.180264064,-0.019463863,-0.235664764,0.013849095
0,12,15.6,767360,0,725054,440705,16851,1,1424012,19,-0.193546938,-0.019463863,0.583192905,0.126700744
0,3,15.3,242836,0,116182,43206,1136,0,1184543.941,55,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,17,16.8,946022,0,286110,298205,21609,1,1104291.29,22,-0.193546938,-0.212403717,-0.235664764,0.126700744
1,9,10.4,779680,0,373098,26942,472,0,1232036,43,0.180264064,0.248929095,-0.235664764,0.013849095
0,8,25.3,376772,0,348040,226138,26978,0,1458158.975,9,0.180264064,-0.019463863,-0.235664764,0.126700744
0,11,13.9,116270,0,115786,85956,14436,0,1916302,55,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,16,15.2,503492,0,352000,221768,23433,1,950000,46,-0.193546938,-0.019463863,0.583192905,0.013849095
0,8,17.8,12701436,0,197384,1985462,14099,0,1433835,35,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,15,17.5,2580226,0,263890,249584,11562,0,1667535,68,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,14,18.7,455202,0,256102,117154,17000,0,1296155.516,21,0.180264064,-0.019463863,-0.235664764,0.126700744
0,19,19,1187076,0,487542,307553,31579,1,1495191.395,78,-0.193546938,-0.019463863,0.583192905,0.126700744
0,9,16.9,202268,0,176066,46816,20401,1,1330532,30,0.092368046,-0.019463863,-0.235664764,0.013849095
0,8,15.5,133012,0,221518,64106,13368,1,1243531,12,0.092368046,-0.019463863,-0.235664764,-0.1128066
0,6,13.6,119724,0,91938,76209,15223,0,1133826.662,45,-0.193546938,0.248929095,-0.235664764,-0.1128066
0,8,6.7,166936,0,213906,65018,4484,1,577296,30,0.092368046,-0.019463863,-0.235664764,0.013849095
0,22,23.7,382954,0,156904,109478,8233,0,790419,22,0.180264064,-0.019463863,-0.235664764,0.126700744
0,8,28.3,517550,0,107734,219925,13191,1,461491,55,0.180264064,-0.019463863,-0.235664764,0.126700744
0,12,21.5,375452,1,99999999,74252,39826,0,1642303,30,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,6,17.6,0,0,109780,0,11816,0,958094,21,0.180264064,0.248929095,-0.235664764,-0.68396445
0,12,15,693154,0,542762,491473,22030,1,1049085,20,-0.193546938,-0.019463863,0.583192905,0.126700744
0,18,23.2,2143900,0,577170,666558,21789,0,1263158,25,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,8,23.9,402732,0,350196,230261,16796,0,899783,38,-0.193546938,-0.019463863,0.583192905,0.126700744
0,10,11.2,396616,0,99999999,153102,17416,0,1258959,32,0.180264064,-0.019463863,-0.235664764,0.126700744
0,9,14,423280,1,396748,230679,7838,1,1027957,31,0.180264064,-0.019463863,0.583192905,0.126700744
0,11,14.6,680020,0,229592,320074,15817,0,1048667,36,0.180264064,-0.019463863,-0.235664764,0.126700744
0,10,10.8,350988,0,449988,232503,36498,1,1360191,13,0.180264064,-0.019463863,0.583192905,-0.1128066
0,16,24.6,1068430,0,270226,370937,22949,0,1147448,43,0.092368046,-0.019463863,-0.235664764,-0.68396445
0,10,23,53680,0,99999999,35416,13900,0,695020,30,0.092368046,0.248929095,-0.235664764,-0.1128066
0,10,19.1,927894,0,155210,294899,7679,0,1177861.894,14,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,5,17.9,76450,1,147114,38285,17313,1,837729,53,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,13,14.9,422928,0,224686,115786,8072,0,620958,35,0.092368046,-0.019463863,-0.235664764,0.126700744
0,11,14.4,676566,0,269280,268774,15590,0,949620,55,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,7,8.6,409992,0,215138,234403,19718,0,617785,37,-0.193546938,-0.019463863,-0.235664764,-0.68396445
0,6,31.7,404338,1,441034,106856,8250,0,1720856.561,58,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,6,9.2,265738,0,223278,205865,6122,1,1120040.552,26,0.180264064,-0.019463863,0.583192905,0.013849095
0,9,12.9,274648,0,353936,189753,25065,0,1879860,35,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,14,15,106744,0,104500,72827,16296,0,1141712.377,20,-0.193546938,0.248929095,-0.235664764,0.013849095
0,16,16,394900,0,99999999,190988,21090,0,1454507,15,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,10,9,454608,0,150700,126806,17971,1,738549,72,-0.193546938,0.248929095,-0.235664764,0.126700744
0,8,13.5,390148,0,222970,305938,15445,1,673987,46,0.092368046,-0.019463863,-0.235664764,0.126700744
0,11,16.2,443630,0,99999999,237937,14128,0,1059611,22,0.180264064,-0.019463863,-0.235664764,-0.68396445
0,13,12.5,795586,0,146960,462422,19054,0,933280,32,-0.193546938,-0.212403717,0.583192905,0.126700744
0,15,19.6,398992,1,260590,108889,29125,0,1161109,63,0.180264064,-0.019463863,-0.235664764,0.126700744
0,27,11.4,1082994,0,526196,369455,23693,0,1988217,10,-0.193546938,-0.019463863,-0.235664764,0.013849095
2,8,22,489896,0,531806,247513,22582,0,1148208,78,-0.193546938,-0.019463863,0.583192905,-0.68396445
0,10,21,607046,0,259270,498579,33090,0,1306193,33,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,8,29,3979206,0,99999999,3271629,43682,0,2773468,12,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,7,6.7,221188,0,250338,133912,4322,0,868680,35,-0.193546938,-0.019463863,0.583192905,0.013849095
0,6,14.1,126852,0,131252,95304,11707,0,831231,12,-0.193546938,-0.019463863,-0.235664764,-0.68396445
0,16,17.5,861762,0,248182,317794,12504,0,535876,13,-0.193546938,-0.019463863,0.583192905,-0.68396445
0,11,10.5,686334,0,265870,183160,10765,0,822795,27,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,7,11.7,492514,0,427812,302005,8259,0,1423993,15,0.180264064,-0.019463863,0.583192905,-0.1128066
0,6,17,176330,0,139898,41876,2838,1,951330,24,0.180264064,0.248929095,-0.235664764,0.013849095
0,15,18.6,785620,0,323730,232731,26818,0,1601092,50,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,9,13.8,207218,0,110198,117572,12667,1,1014728.63,9,0.180264064,-0.019463863,-0.235664764,0.126700744
2,14,14.6,607200,1,327140,116413,10815,0,1444506.554,5,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,11,20.5,617122,0,201960,187074,7151,1,794580,34,0.180264064,-0.019463863,-0.235664764,0.013849095
0,16,13.1,349140,0,216106,104633,11120,1,1061133.146,30,0.180264064,0.248929095,-0.235664764,0.013849095
0,4,11.4,895312,0,151250,167789,5940,0,1174896.27,52,0.180264064,-0.019463863,-0.235664764,0.126700744
0,17,18.1,762938,0,326744,412471,22499,1,978215,76,0.180264064,-0.019463863,-0.235664764,0.013849095
0,33,33,2597628,0,694012,695457,36888,1,1836768,25,-0.193546938,-0.019463863,0.583192905,0.013849095
0,13,23.4,583462,0,280720,238355,11531,0,1305395,9,-0.193546938,-0.019463863,0.583192905,0.013849095
0,10,16.4,736208,0,504042,467324,25911,0,1619427,34,-0.193546938,-0.019463863,0.583192905,0.126700744
0,8,7.9,187132,0,222926,92606,22035,0,808621,32,0.180264064,0.248929095,0.583192905,-0.1128066
0,10,8.8,262416,0,68926,146414,22086,0,825664,22,0.180264064,-0.019463863,-0.235664764,0.013849095
0,8,9.7,304392,0,225126,69141,19326,0,1088795,11,0.180264064,-0.019463863,-0.235664764,0.013849095
0,8,13.8,147444,0,217580,11970,29283,0,2067010,41,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,9,15,676390,0,365090,352830,11977,0,1168519,8,-0.193546938,-0.019463863,0.583192905,0.126700744
0,7,26.3,667458,0,332618,352203,14064,0,1953314,20,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,7,13.6,114400,0,224422,85481,16252,0,1227958.533,9,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,7,22.3,73150,0,251196,23940,17432,1,1093144.219,25,0.180264064,-0.019463863,-0.235664764,0.013849095
0,21,20.4,2162138,0,652938,883234,45402,0,1818524.164,29,0.180264064,-0.019463863,0.583192905,0.126700744
0,15,20.5,1144462,0,666798,682974,14474,1,1497257,22,-0.193546938,-0.019463863,0.583192905,0.126700744
0,7,27.7,148302,1,223784,81966,4409,0,1043651,46,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,8,7.4,367224,0,265408,178562,9773,0,1910070,35,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,12,14.5,197340,0,221892,98515,17937,0,2069651,8,0.180264064,-0.019463863,-0.235664764,0.126700744
0,11,18,548680,0,330440,221768,15134,1,818064,7,0.180264064,-0.019463863,0.583192905,0.126700744
0,23,39,2592854,0,735460,936016,23714,1,1697078.462,44,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,16,21.9,983598,0,518012,586131,25162,1,1696320,29,0.180264064,-0.019463863,-0.235664764,0.126700744
0,9,20.8,854128,0,99999999,368828,20334,0,1554200,30,-0.193546938,-0.019463863,0.583192905,0.126700744
0,8,8.5,733326,0,55396,400900,9643,0,918384,42,0.180264064,0.248929095,-0.235664764,-0.1128066
0,15,23.6,378708,1,393030,136059,11659,1,1442385,35,-0.193546938,-0.019463863,0.583192905,0.126700744
0,9,11,512028,0,134992,180861,5272,1,402990,41,0.180264064,-0.019463863,-0.235664764,0.013849095
0,15,10.5,417758,0,222178,291156,16230,1,1343167,10,0.180264064,-0.019463863,-0.235664764,0.126700744
0,5,17.8,503778,0,396044,345895,9406,0,1140114,35,0.180264064,-0.019463863,-0.235664764,0.126700744
0,13,25.4,2318932,0,99999999,330448,15025,0,2151541,7,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,10,20.6,0,0,99999999,2759503,12919,0,8758449,30,-0.193546938,-0.212403717,-0.235664764,0.126700744
0,8,13,238854,0,226952,86640,4762,1,1185543,51,-0.193546938,-0.019463863,0.583192905,0.126700744
0,5,13.6,287408,0,193248,84398,6082,0,593408,33,0.180264064,-0.019463863,-0.235664764,0.013849095
0,12,28.4,729454,0,524194,398145,44785,1,2074952,29,0.180264064,-0.019463863,-0.235664764,0.126700744
0,15,23,1313862,0,772706,512886,30792,0,1620662,16,-0.193546938,-0.019463863,0.583192905,0.126700744
0,17,15.2,962500,0,260700,371564,16068,1,806797,26,0.180264064,-0.019463863,-0.235664764,0.013849095
0,6,10.4,400796,0,523622,197999,3608,1,1443240,29,0.092368046,0.248929095,0.583192905,0.126700744
0,7,36.4,185460,1,223476,121087,12376,0,868509,18,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,9,16.1,273768,0,119174,211850,10181,1,609938,29,0.180264064,0.248929095,-0.235664764,0.126700744
0,4,35.2,276936,0,393756,151145,4087,0,1469197.904,22,0.180264064,0.248929095,-0.235664764,0.013849095
0,13,12.8,517506,0,263692,335654,17023,0,1253278,74,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,7,12,790790,0,433400,303905,8250,0,860890,46,-0.193546938,-0.019463863,0.583192905,0.126700744
0,12,14.5,491150,0,601260,118769,22471,1,1506472,32,-0.193546938,-0.212403717,0.583192905,0.126700744
0,24,18.5,4428138,0,397078,1587089,40865,0,1452822.418,44,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,5,19.6,700216,0,433576,298148,8011,0,1965873,14,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,8,10,177914,0,99999999,86203,13992,0,902728,30,0.180264064,0.248929095,-0.235664764,0.013849095
0,21,11.9,463364,0,168828,162868,13462,0,675906,28,0.180264064,-0.019463863,-0.235664764,0.126700744
0,4,31,290246,0,781858,182229,10534,0,3472668,22,-0.193546938,-0.019463863,0.583192905,0.013849095
0,11,16.7,1163734,0,533126,631161,27370,0,3069488,29,-0.193546938,-0.019463863,0.583192905,0.126700744
0,8,12.9,283404,0,140030,106723,3211,0,248577,48,0.092368046,-0.019463863,-0.235664764,-0.1128066
0,8,46.5,3305478,0,152020,496717,9452,0,1312843,52,-0.193546938,-0.019463863,-0.235664764,-0.68396445
0,8,13,164692,0,113850,107255,9007,1,543115,18,0.180264064,-0.019463863,-0.235664764,0.126700744
0,15,12.2,757966,0,545666,270997,23449,1,1809598,30,-0.193546938,-0.019463863,0.583192905,0.013849095
0,10,28.7,726594,0,218240,180101,23843,1,829312,17,0.092368046,-0.019463863,0.583192905,-0.1128066
0,6,8.9,152504,0,224136,85348,4362,0,774288,55,0.180264064,-0.019463863,-0.235664764,0.126700744
0,7,21.7,594726,0,282172,5130,11887,0,1300002.388,38,0.180264064,-0.019463863,0.583192905,0.126700744
0,8,12.5,472120,0,216810,178600,9487,0,748980,27,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,18,16.7,747670,0,397298,264746,22325,1,772046,52,0.180264064,-0.019463863,0.583192905,0.126700744
0,14,13.7,278608,0,43208,195871,14415,0,615581,38,0.180264064,0.248929095,-0.235664764,0.126700744
0,12,16.3,57562560,0,166826,944547,9176,0,1342825,19,0.180264064,0.248929095,-0.235664764,0.126700744
0,9,11.4,272866,0,85888,129371,4442,1,463562,25,0.180264064,-0.212403717,-0.235664764,0.126700744
0,9,11.4,173360,0,99999999,56582,15168,0,862619,70,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,14,17.4,305536,1,246048,153311,20562,0,1414937.545,29,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,13,24.5,3187602,0,99999999,597379,46167,0,2650709,30,-0.193546938,-0.212403717,0.583192905,0.013849095
0,10,20.2,477136,0,107822,170183,10206,1,893950,25,0.180264064,-0.019463863,-0.235664764,0.126700744
0,3,12.5,45474,0,51964,14535,7902,0,291745,35,0.092368046,-0.019463863,-0.235664764,0.126700744
0,7,7.9,710270,0,609576,167466,21944,1,2309868,47,0.092368046,-0.212403717,0.583192905,-0.1128066
0,19,41.8,2071146,0,557766,1214537,43555,0,2477087,20,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,6,24.2,9094184,0,335324,1413733,8709,0,1172984,13,-0.193546938,0.248929095,0.583192905,0.013849095
0,13,12.7,342650,0,175802,202711,11915,0,1190730.637,23,0.180264064,-0.019463863,-0.235664764,0.126700744
0,11,18.1,425172,0,107404,175522,11848,1,1215126,37,-0.193546938,0.248929095,-0.235664764,0.126700744
0,7,15,161084,0,99999999,28101,2253,0,675792,72,-0.193546938,-0.212403717,-0.235664764,0.013849095
0,9,22.3,580602,0,342892,309890,10057,1,1190838.43,9,0.180264064,-0.019463863,0.583192905,0.126700744
0,11,18.7,997414,0,234586,174857,9792,0,578835,42,0.092368046,-0.019463863,-0.235664764,0.013849095
0,6,20.8,214016,0,99999999,103322,23433,0,1102722,11,0.180264064,-0.019463863,-0.235664764,0.126700744
0,11,22.5,831292,0,269676,320929,18778,0,1746765,14,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,16,41,1281742,0,216964,708453,36881,0,1883280,27,-0.193546938,0.248929095,-0.235664764,-0.68396445
0,16,16.8,199760,1,182094,112822,27409,1,939759,7,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,3,10,118272,0,242990,80180,5539,1,756200,24,0.180264064,0.248929095,-0.235664764,0.126700744
0,11,15.6,617826,0,433752,328149,9410,0,1638902,59,-0.193546938,-0.019463863,-0.235664764,-0.68396445
0,14,14.4,476674,0,329472,228076,19504,0,1441010.979,54,0.180264064,-0.019463863,0.583192905,0.126700744
0,12,14.2,487014,1,263230,134159,8225,0,1079865,29,0.180264064,-0.019463863,-0.235664764,0.126700744
0,5,9.7,204182,0,180202,104747,14280,0,1199910.148,45,0.180264064,-0.019463863,-0.235664764,-0.68396445
0,11,19.8,919380,0,768240,809894,35827,0,3412134,8,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,14,10,473506,0,178574,340233,28600,0,1204201,20,0.180264064,-0.019463863,-0.235664764,0.013849095
0,8,17.5,608762,0,81686,243428,10867,0,1021174,39,0.180264064,-0.019463863,-0.235664764,0.126700744
